Element Label,S11,S22,S33,S12,S13,S23,Mises
1,47918.652,48622.082,49611.6,51.087444,-2812.277,158.35472,5097.03662109375
2,-126570.12,-135218.77,-139762.6,-1979.2024,961.6213,-9551.724,20566.37109375
3,44294.176,47940.723,50593.867,3061.921,-658.6602,2745.11,9057.912109375
4,-520472.75,-521255.1,-519687.25,707.8757,-230.87234,407.07864,2000.97778320313
5,27211.797,26251.82,27091.748,740.078,714.6082,-51.82355,2000.97998046875
6,-253147.05,-249771.39,-249698.39,-11495.227,-6353.199,-2667.0566,23462.662109375
7,21470.057,21628.709,20223.877,399.45596,576.76624,500.47513,2000.9853515625
8,155816.53,154171.5,156214.62,-365.3885,28.029541,-164.96785,2001.00207519531
9,148092.73,146306.78,146071.14,-78.25409,205.06186,253.9043,2000.98046875
10,48157.25,48331.58,46605.05,570.6497,-322.74164,-37.678703,2000.9931640625
11,65109.305,69966.91,86456.32,-2353.9736,1578.3029,-6004.44,22535.5859375
12,73814.53,74086.016,74309.734,221.75862,1104.8628,-57.04165,2000.98645019531
13,227034.88,228158.23,228954.7,-217.35411,-433.1621,411.60974,2000.9755859375
14,295230.44,295421.12,295980.84,-1004.6142,-412.7374,-54.52766,2001.02563476563
15,64764.977,65470.086,64048.395,154.35078,-666.9919,-600.74426,2001.18103027344
16,61303.88,76647.76,49015.133,2008.7532,-582.8533,9105.075,28928.12890625
17,3021.8416,8304.33,7150.6646,7462.6377,2903.75,6503.5806,18504.033203125
18,33868.008,33634.43,32493.908,-175.35527,655.08014,-578.05444,2000.95666503906
19,116060.305,116014.8,116151.69,-949.1457,341.70947,-555.0597,1997.94470214844
20,55984.285,56280.23,55390.367,783.3039,-321.22784,-642.2427,2000.94311523438
21,36555.93,36528.82,36860.453,-894.93176,-692.3265,143.2491,2000.98522949219
22,4502.7573,2971.9526,4647.763,-413.0316,54.83164,546.72644,2000.97473144531
23,29532.95,30266.162,30533.336,-539.1428,-448.12085,-758.20276,2000.98840332031
24,13003.98,13458.933,13463.758,965.28125,-549.7337,-175.9344,2000.99572753906
25,-76221.92,-75990.516,-75339.195,-999.0907,-186.91261,-303.3743,2000.9873046875
26,-50700.992,-52006.383,-51247.7,248.10695,554.9346,-731.829,2001.12878417969
27,-58501.336,-57711.418,-56682.004,-459.8949,-536.3775,-56.270245,2000.98168945313
28,31809.648,32523.041,32598.586,507.8769,725.8258,-600.31,2000.98266601563
29,26606.781,27493.914,28819.41,-247.20212,-180.21669,33.415646,2000.986328125
30,-25950.787,-25583.559,-24186.006,605.0156,-309.7836,-74.576126,2000.98620605469
31,139013.27,138658.75,139782.14,75.889984,-530.4582,847.15674,2000.9716796875
32,33082.63,34006.383,33773.62,-82.34803,-859.0149,599.29,2000.99816894531
33,112664.27,113398.31,113150.18,-952.0876,506.26883,-180.10287,2000.97265625
34,33543.22,32992.844,32846.016,998.36194,369.87305,-256.90594,2000.97009277344
35,21813.955,20349.951,21386.49,-507.82272,265.4746,-662.96814,2000.97119140625
36,-242122.39,-241522.8,-241329.7,318.96863,-951.99854,394.64267,2000.982421875
37,1246.505,591.3198,965.0671,88.986015,-27.92246,1103.519,2000.859375
38,44650.6,44233.082,44815.91,448.82867,605.3897,-822.46826,2000.96557617188
39,28740.018,27805.207,28225.537,173.14444,861.24585,586.3822,2001.080078125
40,18514.982,18817.195,19288.299,125.88881,-1059.2428,211.63579,2000.88562011719
41,-80387.06,-81053.33,-81151.39,279.67352,1039.5826,52.224068,2000.97277832031
42,62740.707,63877.895,63519.57,-972.15845,72.03498,215.22905,2000.98071289063
43,57444.477,59193.24,58871.824,-122.05214,144.66525,657.5419,2000.98876953125
44,17458.441,15306.968,17101.611,-43.98814,-5.6717143,56.414288,2000.97607421875
45,395471.7,394116.78,394278.38,711.0067,299.99957,444.69598,2005.69030761719
46,53471.98,54689.81,54698.61,-628.26196,-586.3421,-269.62372,1981.79772949219
47,558830.2,560216.94,559262.7,83.06885,-778.5391,461.19763,1996.88330078125
48,585884.0,586670.3,586772.56,814.5492,71.89303,655.2777,2000.82153320313
49,101880.59,103522.59,102883.98,354.4136,-28.75076,-723.25775,2000.99938964844
50,-426407.1,-427954.75,-426856.22,-669.57214,114.11937,-488.3155,2000.31701660156
51,212548.45,213093.78,212944.73,1070.2471,328.36935,-46.784126,2001.162109375
52,133942.7,135172.56,134800.77,373.29126,750.00684,-484.71832,2000.98840332031
53,146670.0,147484.12,147207.17,877.2495,362.65915,-512.0852,2000.99645996094
54,42012.11,40345.227,42056.54,12.219095,-35.523594,617.85114,2000.99609375
55,22108.633,20904.654,20868.145,-442.6935,-176.28601,780.67944,2001.09924316406
56,12262.688,12254.026,12565.806,53.293083,-988.1472,569.09406,2001.00219726563
57,18143.879,19567.383,19310.664,333.68332,735.79425,326.02847,2000.98083496094
58,27394.107,25141.674,26277.998,108.46323,226.0468,-60.092518,2001.15283203125
59,59265.844,59783.742,58942.46,1019.42163,284.08292,-186.13295,2000.9951171875
60,52803.336,54612.574,53736.06,-512.85315,201.9895,-460.68994,2000.98901367188
61,108183.82,109200.945,108559.305,925.8561,-178.9307,-425.30014,2000.98352050781
62,22310.922,20316.982,21105.867,-139.62039,289.3534,-472.27924,2000.98620605469
63,7977.54,7226.7637,6991.534,12.873605,770.43475,-689.72003,2000.9873046875
64,6684.3926,7986.746,5361.9355,632.7294,4302.2026,3232.1555,9655.86328125
65,-5146.172,-4477.1694,-5498.007,488.26447,823.84045,385.5163,2000.98596191406
66,28674.188,24760.26,18202.197,5264.4478,4918.976,4587.1147,17402.640625
67,6876.092,6303.4146,6712.6367,239.95018,344.03568,-1035.2238,2000.98583984375
68,19827.273,18521.023,36515.184,4938.712,3414.531,-5589.0474,22446.67578125
69,44826.574,45669.652,44361.176,-222.29231,-262.6319,-881.1054,2000.98779296875
70,11689.986,9502.323,10355.899,-140.48709,298.7136,99.86784,2000.98608398438
71,43683.617,43301.508,42491.934,13.448885,-951.7473,241.59702,2000.97033691406
72,128271.27,129140.34,128224.45,-912.2758,85.645035,478.55234,2000.98706054688
73,178437.19,178426.44,178602.45,-284.28348,1002.73206,488.37198,2000.89782714844
74,184708.19,184477.19,184170.8,83.712814,1114.9463,107.600494,2000.77111816406
75,24690.88,24088.496,24727.297,-197.5217,994.71594,421.2664,2000.9873046875
76,40062.89,39709.633,41640.26,-233.7283,325.50955,342.04044,2000.71008300781
77,309461.1,307890.4,308462.06,-584.8345,376.4914,-468.44095,2001.39916992188
78,90462.66,91692.54,91356.87,809.30743,64.109985,-521.0449,2001.04455566406
79,21183.488,22827.748,20968.887,485.56195,-239.27354,85.9659,2000.93530273438
80,66743.59,65204.64,65179.754,-24.673735,-188.1287,704.2907,2000.84375
81,53599.61,53141.14,54332.113,470.92273,-820.7528,-279.89365,2000.9541015625
82,151763.45,152884.45,152567.1,-129.68993,366.76584,921.4817,2000.74816894531
83,187148.19,185883.4,186795.97,-445.9567,-229.81282,-810.3053,2000.77685546875
84,232099.97,233260.22,233274.5,-325.08093,839.9717,263.24203,2001.13293457031
85,29257.105,30213.01,29507.096,-163.23671,782.669,-670.571,2000.98205566406
86,-26601.574,-3493.2397,-10290.02,5508.012,8372.007,-1980.921,27132.771484375
87,11916.388,19835.35,22380.459,-12635.277,321.88367,415.47675,23856.26953125
88,44744.82,61278.25,54335.285,-4933.859,-3078.1504,14304.239,30365.37109375
89,-64511.277,-83858.61,-89543.65,-1428.2489,-2393.613,-11212.135,30283.212890625
90,52464.99,56491.812,59002.05,-4003.7576,3468.6716,12560.701,24292.46484375
91,33891.18,37208.67,29962.184,724.4453,-1892.3273,2035.8988,8014.2998046875
92,56633.03,72922.05,80064.01,474.5003,-3605.7095,4748.8237,23238.072265625
93,-208632.73,-207659.22,-209597.44,129.13669,-36.569485,614.36066,2000.97387695313
94,-36362.785,-29969.227,-39084.906,4222.59,-1196.4264,3556.618,12705.32421875
95,14604.474,26097.47,24371.795,6303.2085,3462.864,-5147.0225,18704.94140625
96,10261.48,245.72629,4293.1797,-2175.9788,6490.95,1927.3369,15096.5146484375
97,5442.198,6787.174,4829.5356,1546.1241,408.8797,1168.8237,3844.45361328125
98,5586.6475,5163.369,5473.4316,531.28894,597.6599,-804.4769,2001.00122070313
99,43740.176,42139.777,43336.832,-457.74414,340.11603,-562.7143,2001.00439453125
100,144779.06,146879.66,155578.38,434.1263,-1507.5925,-1894.5857,10793.7451171875
101,33770.746,35697.984,34951.355,-250.96396,-421.2193,387.25458,2000.97338867188
102,179310.03,179342.58,179278.4,-11.009646,541.59375,-1021.543,2003.515625
103,192790.52,191576.77,191471.97,-830.42804,-278.4553,175.01715,2001.17614746094
104,55266.445,53541.816,54021.18,-661.79785,80.379745,312.64188,2000.98901367188
105,49624.047,48652.94,49422.2,-839.4099,-48.112007,-604.30444,2001.02368164063
106,54222.22,53467.55,54916.312,520.1082,258.02493,687.4003,2000.98120117188
107,-84858.164,-84234.28,-83628.12,-120.84978,-916.2182,319.84982,2000.98303222656
108,37821.71,38216.957,38440.758,-6.4732146,-657.0155,896.99994,2000.93054199219
109,53466.77,55187.246,53472.383,231.75345,440.62988,321.42816,2000.98852539063
110,23992.404,24046.207,23844.047,-569.3158,988.0839,-152.60345,2001.01000976563
111,54415.52,54348.703,52923.24,-588.3405,-46.901985,-525.1249,2000.98986816406
112,39490.59,38677.3,39847.4,906.57385,-235.88438,-312.55853,2001.14245605469
113,3365.27,3960.9856,4636.7676,619.71063,335.7543,-658.1567,2000.98974609375
114,125604.64,130144.1,137161.17,4098.4478,-497.8254,537.57214,12397.6591796875
115,6124.2773,7179.391,6609.83,833.43024,-137.24432,-585.06604,2000.98620605469
116,211283.28,211372.22,212214.11,-813.47723,186.33842,611.8191,2000.9833984375
117,133858.97,135179.27,134767.34,83.71541,-898.52454,252.86641,2000.97277832031
118,433425.94,433929.03,433921.03,421.4722,398.7441,956.51117,2000.94738769531
119,66185.82,64606.504,65314.184,-735.28235,-160.78221,376.73886,2000.66748046875
120,128854.26,128095.76,128248.51,193.61041,-1031.8401,264.64755,1999.86157226563
121,309254.44,307736.56,309135.22,379.11008,675.7944,-156.172,2002.90673828125
122,-38606.527,-38570.957,-38758.08,211.43149,1099.1865,-267.99054,2000.95544433594
123,22300.012,23037.834,22106.795,605.91565,522.1291,673.39355,2000.97692871094
124,11707.686,11116.744,11621.289,93.78495,50.37164,-1105.1731,2000.96032714844
125,-122217.31,-122509.34,-122199.734,117.28429,484.57443,1027.539,2000.98413085938
126,66103.2,67643.84,66027.79,-676.1872,213.50977,1.1329159,2000.97399902344
127,118192.86,116622.305,118087.25,-474.54025,17.09915,581.82794,2000.98571777344
128,-237700.45,-236339.11,-236289.47,829.6925,45.723705,-55.12271,2000.96362304688
129,4368.1094,4939.89,4169.26,-1041.8367,-292.70184,59.049137,2000.98156738281
130,57831.215,52351.066,49842.082,201.07242,3004.2073,11517.477,21799.78125
131,-132194.52,-136571.33,-143452.69,-4124.1543,-191.91718,9537.685,20510.162109375
132,25961.557,28588.846,43584.35,-7807.937,-3178.864,-5068.1245,23694.517578125
133,-83035.28,-78453.266,-86968.14,-4170.8516,3430.1814,14965.744,28528.75
134,-52808.34,-36185.836,-41876.285,5229.434,7648.9614,-11762.638,29778.166015625
135,-5014.5947,-2231.9314,-18995.11,-8378.856,-2847.0295,10121.399,28006.45703125
136,11929.551,12781.175,-2983.4475,-604.6726,6113.934,3462.1663,19621.93359375
137,305933.06,305991.7,306236.66,659.09143,-735.0936,587.06055,2008.98498535156
138,142065.7,140587.86,141273.9,679.45074,522.2963,248.59106,2007.37268066406
139,-118279.81,-118671.766,-119507.93,-593.50665,-329.3784,-693.0742,2000.95263671875
140,-449772.47,-448820.06,-448330.47,-618.8655,511.33105,-427.90564,2023.79431152344
141,-331345.9,-330348.84,-331527.62,126.30686,-859.1155,411.37024,1994.52124023438
142,217361.31,216836.08,217143.83,529.5526,934.1599,334.74686,2001.0869140625
143,45101.48,44459.7,45704.27,513.7327,792.4523,-236.19989,2001.29284667969
144,51202.242,52364.31,52037.95,-289.5709,41.198505,943.3409,2000.99450683594
145,131079.84,130095.28,130870.55,599.866,-828.9826,-136.28241,2000.99377441406
146,1638.7555,531.26685,786.3176,-175.53198,-154.74046,971.3147,2000.93505859375
147,-398365.78,-395763.75,-396992.7,945.56903,7296.1562,164.06892,12944.0283203125
148,35057.234,34535.125,34319.496,183.68394,1005.6262,-381.74893,2000.98596191406
149,8671.667,8573.602,8309.315,161.36131,1128.4861,1.4425037,2000.98547363281
150,-3653.4102,18921.604,10048.387,3736.5034,-2350.952,563.2891,21153.47265625
151,-63107.188,-64380.51,-48668.766,-402.97333,11067.568,1684.651,24595.705078125
152,17223.44,16674.652,16490.984,124.08996,-774.25134,-757.98663,2000.97924804688
153,134616.17,132928.16,133832.03,190.53152,-94.85812,-758.8101,2000.9775390625
154,21668.81,20834.688,21820.604,204.34766,312.62238,-955.6969,2000.9892578125
155,45834.21,44191.188,44593.79,-284.62903,-156.20375,-704.178,2000.9921875
156,32360.947,31820.37,31856.883,-50.534138,978.89417,531.7788,2001.13671875
157,136362.89,136685.81,136736.47,-88.90201,-957.0954,608.0241,2001.02172851563
158,162839.06,162676.94,163494.9,384.5091,-962.499,269.78284,2000.96154785156
159,55059.723,55446.695,55085.27,33.65827,857.1766,742.896,2000.96264648438
160,20840.717,22647.658,22347.605,-269.66153,560.6887,99.499985,2000.96459960938
161,72176.484,71964.83,71609.79,-95.20278,1010.657,-471.1409,2000.84777832031
162,95217.195,95293.07,95868.06,976.2977,504.80173,-7.3671618,2001.02709960938
163,71347.14,70411.64,70334.78,230.37946,219.14531,-957.00287,2000.95751953125
164,63380.14,94789.875,83156.09,-1498.2098,-3343.6506,-6420.329,30338.720703125
165,18362.256,27934.018,8134.3193,4048.197,-2574.0525,11435.219,27485.673828125
166,28614.912,11894.406,29726.36,-1748.2985,-5208.1504,-9007.218,25166.021484375
167,47155.78,50585.55,46409.918,424.27173,7560.861,9525.323,21426.921875
168,-16844.182,-27457.307,-25704.322,-7130.683,9185.088,-5849.731,24604.923828125
169,-38644.1,-44517.2,-40360.22,-1664.2109,766.7263,-11486.387,20814.4921875
170,70072.76,69051.81,69508.3,706.79205,175.36087,-736.7393,2000.98364257813
171,261046.22,263030.47,262695.62,69.745056,265.15204,362.16592,2000.98901367188
172,-516904.53,-516966.94,-517082.6,-1019.4615,45.195187,534.0195,2001.0126953125
173,-34388.266,-33999.793,-33800.594,977.34174,-241.65237,481.3836,2000.98559570313
174,26552.207,26410.95,27545.703,-1472.3857,907.09406,3109.0408,6254.43408203125
175,48414.938,49662.65,49645.28,817.01495,224.14561,-324.1585,2000.978515625
176,256200.36,256164.06,256903.78,915.7263,-263.18777,497.63785,1997.01013183594
177,15088.594,13358.109,13654.512,-285.41522,105.46365,-621.0666,2001.10852050781
178,36132.938,37445.543,37902.773,511.99414,-466.16537,105.610756,2000.99011230469
179,20606.045,28033.701,28424.064,965.14844,-447.13293,1021.5619,8046.55419921875
180,11962.115,11702.869,11659.486,-53.336227,1124.3615,202.07756,2000.98571777344
181,-44598.266,-45781.438,-44258.516,-715.68616,-151.96591,-400.2895,2000.97583007813
182,206272.23,205514.88,206858.86,-880.9424,-192.36726,260.0349,2001.01391601563
183,200016.19,196123.22,216991.22,-3895.5667,-2480.1797,-2542.8464,21278.359375
184,-119264.72,-114682.16,-131511.88,-1907.2667,998.4603,13724.89,28392.5625
185,53012.383,53277.22,54041.03,516.9926,-452.2483,-759.9748,2000.98645019531
186,26904.646,30070.121,41270.227,-7741.843,6251.276,-1849.2367,21868.21875
187,21101.93,21344.885,22388.115,-492.49542,591.7859,-524.3377,2000.97277832031
188,225444.12,223753.14,224553.98,-198.91838,667.43396,366.16434,2000.9755859375
189,40151.945,39441.105,38934.23,-401.92,718.7286,-531.2814,2000.908203125
190,11370.346,12181.702,11774.3,-926.92365,-3.9285364,557.56036,2000.98889160156
191,9510.371,2064.08,-5053.9478,4721.733,1637.4229,-1418.935,15494.65625
192,-1226.4171,-4082.6233,7435.6606,666.9385,-3455.9363,9836.298,20865.123046875
193,-28222.004,-3959.714,-17218.203,-9019.56,6340.8413,4812.677,29612.947265625
194,33703.418,34672.56,34239.85,-924.9757,-327.39096,-368.7803,2000.85144042969
195,-34286.57,-35263.46,-34617.094,4.296466,468.86176,-931.6032,2000.96948242188
196,24710.803,25128.46,24888.66,1127.4259,-72.44336,119.95241,2000.99108886719
197,69323.58,68278.49,69367.23,126.498055,-329.27704,911.17926,2000.93591308594
198,19232.39,17808.08,20072.26,-608.6259,95.908844,1381.4661,3285.49731445313
199,-15235.513,-14382.007,-14947.489,150.74147,237.41255,-1032.9688,2000.98400878906
200,113762.39,108876.49,114465.48,1798.9874,-10677.63,-7964.063,23871.00390625
201,139308.3,139370.62,139500.83,-956.1827,72.47401,636.8434,2001.068359375
202,296341.94,296210.8,296906.22,28.279856,402.5552,-1017.4658,2000.96472167969
203,-139717.22,-115670.7,-122170.93,10102.179,-1950.8436,-739.2936,27989.26953125
204,-393768.88,-401653.34,-401513.66,-297.8789,143.16893,-5610.4297,12483.6474609375
205,31860.895,33008.0,31715.338,-325.37823,-437.732,-732.0066,2000.98681640625
206,47034.965,27084.756,52804.977,5658.653,1064.9556,969.8693,25469.6328125
207,23467.4,23942.12,23618.479,-532.3103,262.46277,960.9401,2000.85070800781
208,63610.66,57988.516,57102.527,-155.68182,3935.6428,1532.2429,9537.216796875
209,-120156.734,-118854.32,-126682.945,6020.152,-1095.7681,7350.6265,18088.98828125
210,159444.42,149103.12,148797.86,1717.9585,-74.506584,-4349.2417,13259.3720703125
211,47155.14,48927.664,43081.863,753.9777,2579.3318,6464.044,13189.7421875
212,43728.605,43087.223,44716.816,-552.91785,94.77678,-588.249,2000.99157714844
213,7385.5063,-1990.9393,6073.3325,-3544.3748,-1208.8745,12105.005,23643.208984375
214,45779.3,45407.027,46718.902,-382.03763,-187.40543,834.56433,2000.98498535156
215,-17103.941,-18670.723,-17486.848,507.00732,-355.52448,532.9503,2000.98986816406
216,5995.1646,4524.5503,6440.486,82.12839,562.0839,81.61949,2000.98693847656
217,13425.006,14853.21,12685.218,70.47439,-78.55813,330.11282,2000.98950195313
218,-46275.504,-46465.305,-44770.332,-435.81366,262.7125,461.81613,2000.98120117188
219,17561.256,20609.803,17234.178,1481.4591,1290.3911,-2812.4822,6760.72412109375
220,82939.03,83532.516,83995.78,-869.00616,-25.540848,546.1038,2000.98474121094
221,31273.543,3850.4338,19696.686,-5837.5903,-357.31244,-4497.0117,27052.9453125
222,-7789.2476,-25787.283,-9468.798,-7230.4277,15851.122,-2368.9077,34985.2578125
223,-5469.1514,-12844.828,2159.8455,-3497.071,4274.956,-11528.178,25672.59375
224,-8352.368,16647.059,23520.742,-1297.0537,5330.7334,-2838.5427,30960.072265625
225,30118.734,3222.6692,15386.564,-51.78839,-1733.0392,-13155.775,32748.12109375
226,-44087.83,-39757.05,-29528.588,7416.9976,-7686.0728,-13354.617,32326.064453125
227,-4495.6826,-4374.8296,-13133.969,-9018.644,-14077.868,12663.491,37354.21875
228,11749.708,26951.363,17793.021,-1169.4886,-18068.514,3928.2454,34721.08203125
229,-16916.844,-3440.1353,13377.318,4347.4077,-1551.3297,-12220.618,34684.90625
230,-54209.52,-39857.164,-50801.457,7.994372,491.89273,14271.143,27935.888671875
231,-25678.74,-55685.477,-26657.012,-10475.157,-1757.3129,-889.7531,34825.74609375
232,-15284.471,4263.353,-12478.496,9792.367,2728.6072,16824.428,38656.5859375
233,95667.555,88024.766,89988.31,-1559.5057,366.1946,-12362.214,22659.04296875
234,9855.967,15623.62,18727.402,-5874.2817,-10065.937,-9542.443,27229.87890625
235,19106.008,2370.1836,-3433.5635,-11228.949,6130.777,9534.276,34272.96484375
236,-24540.086,-1.5980455,1456.626,-2411.3628,763.7487,-10609.644,31574.26171875
237,-20588.287,-8634.051,5613.6562,-5624.2256,323.4911,6614.3506,27252.154296875
238,1449.0219,16202.639,13114.895,8014.015,9660.782,4040.0447,26519.4140625
239,-29760.775,-22189.918,-60263.01,-243.78273,2463.923,-612.83624,35187.35546875
240,24760.283,-5279.546,18416.13,2705.5781,8515.579,9609.023,35616.96484375
241,13360.571,12349.069,-5172.823,-628.2782,6213.5303,-4770.3657,22606.205078125
242,-68360.51,-66381.66,-88950.414,6285.7275,-715.5299,8730.419,28589.021484375
243,-64485.88,-73237.414,-67914.4,-13874.416,-3622.073,-23.966871,25984.5625
244,42692.87,46659.297,16214.322,9104.613,6934.098,374.5807,34859.99609375
245,127607.875,139076.28,140056.14,-17439.566,6374.079,4658.0576,35257.85546875
246,-106419.96,-84553.93,-99365.31,12966.792,1054.1797,2588.721,30024.75
247,5149.251,14652.695,9087.875,20395.12,3751.7817,5711.1523,38162.28125
248,264637.22,285626.34,271816.22,-15646.24,-35.903492,-4489.9736,33709.02734375
249,395402.6,403201.06,398541.1,6032.6284,2723.3672,6109.1313,17017.146484375
250,38156.08,48007.406,27236.479,-4806.636,8973.858,8062.4473,28805.72265625
251,9133.432,-4711.6807,10425.128,-820.7059,2527.041,4224.0073,16909.892578125
252,200420.47,197062.62,201914.42,-6408.0864,7090.9355,523.7966,17128.37890625
253,117630.96,118625.0,118237.234,1008.4279,94.256065,240.4948,2000.99169921875
254,52684.85,52115.543,52742.01,642.5484,635.35626,-631.01416,2001.02368164063
255,18725.26,17082.504,18621.41,-363.3328,262.2385,-536.3291,2001.02917480469
256,16540.498,17779.736,15897.444,-450.22125,-428.3933,180.42073,2000.61022949219
257,127857.59,127363.06,127812.445,-663.51746,897.0487,122.23666,2000.98791503906
258,111308.53,112587.27,110949.62,235.9292,-148.4779,718.40857,2001.10388183594
259,148944.7,150309.22,149665.1,-523.52106,-760.48035,-131.50237,2001.74279785156
260,47262.863,48366.977,48931.87,326.36487,-611.77704,365.00574,2000.98046875
261,314531.2,315081.0,315478.03,991.9711,146.51115,320.74023,2000.81481933594
262,295094.12,294514.53,294651.2,943.1916,473.38217,358.55435,2000.54638671875
263,86814.38,88882.45,87474.09,-228.11548,-384.50464,100.35909,1994.40759277344
264,287743.03,288483.4,288419.75,207.29446,608.0919,860.1114,1990.6513671875
265,421579.34,420711.97,420546.34,449.73203,-223.91185,-881.5262,2002.96826171875
266,92982.99,93071.28,93666.55,743.12256,-499.46063,668.6518,2039.86596679688
267,226972.1,225657.88,226925.52,820.448,133.83812,-295.96475,2001.01342773438
268,-195008.64,-195543.02,-195422.89,1116.845,80.12915,46.660046,2000.90380859375
269,176633.84,178109.08,176614.44,336.5374,327.5752,-615.6138,2000.98767089844
270,141095.72,127124.555,142126.53,-4099.4487,-16045.612,4135.303,32935.71484375
271,24370.215,25002.549,24420.305,-5355.311,-790.85046,-1278.5013,9653.43359375
272,320426.7,294958.44,295371.12,3891.8435,-605.7837,4508.8066,27309.705078125
273,-93653.76,-82013.51,-67494.695,8935.908,-14101.205,-2996.6836,37125.69921875
274,-61915.05,-57511.723,-50186.85,-15511.137,1795.0715,-6924.138,31314.228515625
275,-195551.11,-171637.67,-168022.78,8585.253,-7666.2705,3651.3164,33298.58203125
276,58860.54,59924.08,68221.39,-9693.323,-10018.811,7212.6855,28598.615234375
